year,month,route_id,route_name,congestion_index,supplier_reliability,weight_class,base_transit_days,cost_index,actual_transit_days,delay_days,delay_flag
2024,12,port_klang_link,Port Klang Link,1.1,0.74,heavy,19,1.04,18.3,-0.7,0
2024,12,port_klang_link,Port Klang Link,1.1,0.91,standard,19,1.04,18.5,-0.5,0
2024,12,port_klang_link,Port Klang Link,1.1,0.63,heavy,19,1.04,18.9,-0.1,0
2024,12,port_klang_link,Port Klang Link,1.1,0.62,light,19,1.04,17.0,-2.0,0
2024,12,port_klang_link,Port Klang Link,1.1,0.78,standard,19,1.04,17.0,-2.0,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.83,heavy,15,1.15,15.3,0.3,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.78,heavy,15,1.15,18.1,3.1,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.76,heavy,15,1.15,13.5,-1.5,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.87,heavy,15,1.15,16.7,1.7,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.73,heavy,15,1.15,16.7,1.7,0
2024,12,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.71,light,15,1.15,15.9,0.9,0
2025,1,colombo_express,Colombo Express,0.9,0.57,light,17,1.0,18.3,1.3,0
2025,1,colombo_express,Colombo Express,0.9,0.78,heavy,17,1.0,17.3,0.3,0
2025,1,colombo_express,Colombo Express,0.9,0.57,standard,17,1.0,19.2,2.2,0
2025,1,colombo_express,Colombo Express,0.9,0.62,standard,17,1.0,17.9,0.9,0
2025,1,colombo_express,Colombo Express,0.9,0.74,standard,17,1.0,17.6,0.6,0
2025,1,colombo_express,Colombo Express,0.9,0.64,heavy,17,1.0,21.3,4.3,0
2025,1,singapore_transship,Singapore Transship,1.25,0.88,standard,21,1.08,26.6,5.6,1
2025,1,singapore_transship,Singapore Transship,1.25,0.84,light,21,1.08,22.4,1.4,0
2025,1,singapore_transship,Singapore Transship,1.25,0.56,light,21,1.08,25.4,4.4,0
2025,1,singapore_transship,Singapore Transship,1.25,0.73,light,21,1.08,24.0,3.0,0
2025,1,singapore_transship,Singapore Transship,1.25,0.67,light,21,1.08,21.3,0.3,0
2025,1,singapore_transship,Singapore Transship,1.25,0.56,standard,21,1.08,25.2,4.2,0
2025,1,port_klang_link,Port Klang Link,1.15,0.82,heavy,19,1.04,19.2,0.2,0
2025,1,port_klang_link,Port Klang Link,1.15,0.74,standard,19,1.04,19.1,0.1,0
2025,1,port_klang_link,Port Klang Link,1.15,0.56,standard,19,1.04,18.9,-0.1,0
2025,1,port_klang_link,Port Klang Link,1.15,0.86,heavy,19,1.04,20.4,1.4,0
2025,1,port_klang_link,Port Klang Link,1.15,0.65,standard,19,1.04,21.6,2.6,0
2025,1,port_klang_link,Port Klang Link,1.15,0.88,light,19,1.04,20.6,1.6,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.62,standard,15,1.15,17.1,2.1,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.89,standard,15,1.15,13.0,-2.0,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.74,heavy,15,1.15,14.8,-0.2,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.66,light,15,1.15,19.1,4.1,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.79,heavy,15,1.15,16.9,1.9,0
2025,1,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.75,heavy,15,1.15,18.4,3.4,0
2025,2,colombo_express,Colombo Express,0.85,0.82,light,17,1.0,15.7,-1.3,0
2025,2,colombo_express,Colombo Express,0.85,0.86,light,17,1.0,17.4,0.4,0
2025,2,colombo_express,Colombo Express,0.85,0.85,light,17,1.0,17.9,0.9,0
2025,2,colombo_express,Colombo Express,0.85,0.91,standard,17,1.0,18.7,1.7,0
2025,2,colombo_express,Colombo Express,0.85,0.81,light,17,1.0,15.1,-1.9,0
2025,2,colombo_express,Colombo Express,0.85,0.57,heavy,17,1.0,20.4,3.4,0
2025,2,singapore_transship,Singapore Transship,1.3,0.69,heavy,21,1.08,24.2,3.2,0
2025,2,singapore_transship,Singapore Transship,1.3,0.71,standard,21,1.08,22.1,1.1,0
2025,2,singapore_transship,Singapore Transship,1.3,0.71,light,21,1.08,22.5,1.5,0
2025,2,singapore_transship,Singapore Transship,1.3,0.57,light,21,1.08,25.6,4.6,0
2025,2,singapore_transship,Singapore Transship,1.3,0.8,heavy,21,1.08,26.2,5.2,1
2025,2,singapore_transship,Singapore Transship,1.3,0.56,light,21,1.08,21.8,0.8,0
2025,2,port_klang_link,Port Klang Link,1.2,0.63,standard,19,1.04,23.1,4.1,0
2025,2,port_klang_link,Port Klang Link,1.2,0.72,standard,19,1.04,20.5,1.5,0
2025,2,port_klang_link,Port Klang Link,1.2,0.79,heavy,19,1.04,25.3,6.3,1
2025,2,port_klang_link,Port Klang Link,1.2,0.82,standard,19,1.04,18.6,-0.4,0
2025,2,port_klang_link,Port Klang Link,1.2,0.7,standard,19,1.04,20.7,1.7,0
2025,2,port_klang_link,Port Klang Link,1.2,0.83,heavy,19,1.04,19.1,0.1,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.73,heavy,15,1.15,13.5,-1.5,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.85,light,15,1.15,13.0,-2.0,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.7,light,15,1.15,17.8,2.8,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.84,standard,15,1.15,13.0,-2.0,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.9,light,15,1.15,15.6,0.6,0
2025,2,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.65,light,15,1.15,13.0,-2.0,0
2025,3,colombo_express,Colombo Express,0.9,0.76,light,17,1.0,15.2,-1.8,0
2025,3,colombo_express,Colombo Express,0.9,0.68,standard,17,1.0,16.6,-0.4,0
2025,3,colombo_express,Colombo Express,0.9,0.85,standard,17,1.0,20.5,3.5,0
2025,3,colombo_express,Colombo Express,0.9,0.75,standard,17,1.0,19.8,2.8,0
2025,3,colombo_express,Colombo Express,0.9,0.91,light,17,1.0,16.3,-0.7,0
2025,3,colombo_express,Colombo Express,0.9,0.71,heavy,17,1.0,20.8,3.8,0
2025,3,singapore_transship,Singapore Transship,1.0,0.76,standard,21,1.08,23.5,2.5,0
2025,3,singapore_transship,Singapore Transship,1.0,0.9,standard,21,1.08,24.2,3.2,0
2025,3,singapore_transship,Singapore Transship,1.0,0.72,light,21,1.08,20.2,-0.8,0
2025,3,singapore_transship,Singapore Transship,1.0,0.63,heavy,21,1.08,23.6,2.6,0
2025,3,singapore_transship,Singapore Transship,1.0,0.64,heavy,21,1.08,24.2,3.2,0
2025,3,singapore_transship,Singapore Transship,1.0,0.76,heavy,21,1.08,24.7,3.7,0
2025,3,port_klang_link,Port Klang Link,0.95,0.62,heavy,19,1.04,20.5,1.5,0
2025,3,port_klang_link,Port Klang Link,0.95,0.76,light,19,1.04,19.0,0.0,0
2025,3,port_klang_link,Port Klang Link,0.95,0.66,heavy,19,1.04,21.8,2.8,0
2025,3,port_klang_link,Port Klang Link,0.95,0.81,heavy,19,1.04,17.4,-1.6,0
2025,3,port_klang_link,Port Klang Link,0.95,0.81,heavy,19,1.04,18.9,-0.1,0
2025,3,port_klang_link,Port Klang Link,0.95,0.58,light,19,1.04,19.2,0.2,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.86,standard,15,1.15,15.3,0.3,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.92,standard,15,1.15,17.4,2.4,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.83,heavy,15,1.15,15.2,0.2,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.81,light,15,1.15,14.2,-0.8,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.57,heavy,15,1.15,17.7,2.7,0
2025,3,jebel_ali_gulf,Jebel Ali Gulf Route,0.9,0.74,light,15,1.15,15.3,0.3,0
2025,4,colombo_express,Colombo Express,0.95,0.8,light,17,1.0,19.0,2.0,0
2025,4,colombo_express,Colombo Express,0.95,0.68,standard,17,1.0,15.8,-1.2,0
2025,4,colombo_express,Colombo Express,0.95,0.83,standard,17,1.0,18.1,1.1,0
2025,4,colombo_express,Colombo Express,0.95,0.89,standard,17,1.0,17.5,0.5,0
2025,4,colombo_express,Colombo Express,0.95,0.86,light,17,1.0,17.5,0.5,0
2025,4,colombo_express,Colombo Express,0.95,0.7,light,17,1.0,15.0,-2.0,0
2025,4,singapore_transship,Singapore Transship,0.95,0.8,heavy,21,1.08,23.4,2.4,0
2025,4,singapore_transship,Singapore Transship,0.95,0.82,light,21,1.08,23.0,2.0,0
2025,4,singapore_transship,Singapore Transship,0.95,0.73,heavy,21,1.08,22.0,1.0,0
2025,4,singapore_transship,Singapore Transship,0.95,0.74,light,21,1.08,19.5,-1.5,0
2025,4,singapore_transship,Singapore Transship,0.95,0.85,light,21,1.08,21.3,0.3,0
2025,4,singapore_transship,Singapore Transship,0.95,0.73,light,21,1.08,19.0,-2.0,0
2025,4,port_klang_link,Port Klang Link,0.9,0.88,heavy,19,1.04,19.0,0.0,0
2025,4,port_klang_link,Port Klang Link,0.9,0.63,light,19,1.04,18.8,-0.2,0
2025,4,port_klang_link,Port Klang Link,0.9,0.67,light,19,1.04,19.9,0.9,0
2025,4,port_klang_link,Port Klang Link,0.9,0.82,standard,19,1.04,19.8,0.8,0
2025,4,port_klang_link,Port Klang Link,0.9,0.55,standard,19,1.04,21.5,2.5,0
2025,4,port_klang_link,Port Klang Link,0.9,0.62,standard,19,1.04,20.7,1.7,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.89,light,15,1.15,14.0,-1.0,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.9,light,15,1.15,13.9,-1.1,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.77,heavy,15,1.15,13.6,-1.4,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.79,light,15,1.15,15.4,0.4,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.87,heavy,15,1.15,16.3,1.3,0
2025,4,jebel_ali_gulf,Jebel Ali Gulf Route,1.0,0.74,light,15,1.15,13.0,-2.0,0
2025,5,colombo_express,Colombo Express,1.1,0.81,heavy,17,1.0,16.9,-0.1,0
2025,5,colombo_express,Colombo Express,1.1,0.72,light,17,1.0,16.0,-1.0,0
2025,5,colombo_express,Colombo Express,1.1,0.7,heavy,17,1.0,17.1,0.1,0
2025,5,colombo_express,Colombo Express,1.1,0.57,heavy,17,1.0,20.5,3.5,0
2025,5,colombo_express,Colombo Express,1.1,0.8,standard,17,1.0,16.5,-0.5,0
2025,5,colombo_express,Colombo Express,1.1,0.71,heavy,17,1.0,16.6,-0.4,0
2025,5,singapore_transship,Singapore Transship,0.9,0.9,heavy,21,1.08,22.6,1.6,0
2025,5,singapore_transship,Singapore Transship,0.9,0.63,standard,21,1.08,23.3,2.3,0
2025,5,singapore_transship,Singapore Transship,0.9,0.81,standard,21,1.08,22.4,1.4,0
2025,5,singapore_transship,Singapore Transship,0.9,0.84,heavy,21,1.08,22.3,1.3,0
2025,5,singapore_transship,Singapore Transship,0.9,0.67,heavy,21,1.08,20.1,-0.9,0
2025,5,singapore_transship,Singapore Transship,0.9,0.71,light,21,1.08,20.5,-0.5,0
2025,5,port_klang_link,Port Klang Link,0.9,0.91,light,19,1.04,18.7,-0.3,0
2025,5,port_klang_link,Port Klang Link,0.9,0.83,standard,19,1.04,17.5,-1.5,0
2025,5,port_klang_link,Port Klang Link,0.9,0.78,light,19,1.04,19.8,0.8,0
2025,5,port_klang_link,Port Klang Link,0.9,0.9,heavy,19,1.04,18.9,-0.1,0
2025,5,port_klang_link,Port Klang Link,0.9,0.88,heavy,19,1.04,20.0,1.0,0
2025,5,port_klang_link,Port Klang Link,0.9,0.82,standard,19,1.04,20.3,1.3,0
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.55,light,15,1.15,16.9,1.9,0
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.68,standard,15,1.15,17.9,2.9,0
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.57,standard,15,1.15,20.9,5.9,1
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.85,standard,15,1.15,18.3,3.3,0
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.63,heavy,15,1.15,20.2,5.2,1
2025,5,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.82,heavy,15,1.15,18.3,3.3,0
2025,6,colombo_express,Colombo Express,1.4,0.7,standard,17,1.0,21.1,4.1,0
2025,6,colombo_express,Colombo Express,1.4,0.58,light,17,1.0,21.4,4.4,0
2025,6,colombo_express,Colombo Express,1.4,0.78,heavy,17,1.0,17.2,0.2,0
2025,6,colombo_express,Colombo Express,1.4,0.65,standard,17,1.0,22.0,5.0,0
2025,6,colombo_express,Colombo Express,1.4,0.83,heavy,17,1.0,22.7,5.7,1
2025,6,colombo_express,Colombo Express,1.4,0.64,light,17,1.0,22.4,5.4,1
2025,6,singapore_transship,Singapore Transship,0.95,0.88,light,21,1.08,21.9,0.9,0
2025,6,singapore_transship,Singapore Transship,0.95,0.63,light,21,1.08,19.5,-1.5,0
2025,6,singapore_transship,Singapore Transship,0.95,0.63,standard,21,1.08,20.8,-0.2,0
2025,6,singapore_transship,Singapore Transship,0.95,0.74,light,21,1.08,19.7,-1.3,0
2025,6,singapore_transship,Singapore Transship,0.95,0.59,heavy,21,1.08,22.2,1.2,0
2025,6,singapore_transship,Singapore Transship,0.95,0.91,light,21,1.08,20.8,-0.2,0
2025,6,port_klang_link,Port Klang Link,0.95,0.7,light,19,1.04,23.5,4.5,0
2025,6,port_klang_link,Port Klang Link,0.95,0.87,light,19,1.04,18.5,-0.5,0
2025,6,port_klang_link,Port Klang Link,0.95,0.64,heavy,19,1.04,20.9,1.9,0
2025,6,port_klang_link,Port Klang Link,0.95,0.85,light,19,1.04,18.9,-0.1,0
2025,6,port_klang_link,Port Klang Link,0.95,0.79,standard,19,1.04,20.5,1.5,0
2025,6,port_klang_link,Port Klang Link,0.95,0.83,light,19,1.04,19.9,0.9,0
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.71,standard,15,1.15,22.7,7.7,1
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.76,standard,15,1.15,19.4,4.4,0
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.68,standard,15,1.15,22.3,7.3,1
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.72,light,15,1.15,18.4,3.4,0
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.79,standard,15,1.15,20.8,5.8,1
2025,6,jebel_ali_gulf,Jebel Ali Gulf Route,1.45,0.74,light,15,1.15,18.0,3.0,0
2025,7,colombo_express,Colombo Express,1.5,0.9,light,17,1.0,23.2,6.2,1
2025,7,colombo_express,Colombo Express,1.5,0.55,standard,17,1.0,24.1,7.1,1
2025,7,colombo_express,Colombo Express,1.5,0.67,standard,17,1.0,21.4,4.4,0
2025,7,colombo_express,Colombo Express,1.5,0.62,light,17,1.0,23.4,6.4,1
2025,7,colombo_express,Colombo Express,1.5,0.84,standard,17,1.0,23.4,6.4,1
2025,7,colombo_express,Colombo Express,1.5,0.62,standard,17,1.0,22.6,5.6,1
2025,7,singapore_transship,Singapore Transship,1.0,0.73,light,21,1.08,22.6,1.6,0
2025,7,singapore_transship,Singapore Transship,1.0,0.89,light,21,1.08,21.6,0.6,0
2025,7,singapore_transship,Singapore Transship,1.0,0.79,light,21,1.08,21.3,0.3,0
2025,7,singapore_transship,Singapore Transship,1.0,0.84,light,21,1.08,19.0,-2.0,0
2025,7,singapore_transship,Singapore Transship,1.0,0.75,light,21,1.08,20.1,-0.9,0
2025,7,singapore_transship,Singapore Transship,1.0,0.85,light,21,1.08,21.1,0.1,0
2025,7,port_klang_link,Port Klang Link,0.95,0.73,light,19,1.04,18.1,-0.9,0
2025,7,port_klang_link,Port Klang Link,0.95,0.71,heavy,19,1.04,20.4,1.4,0
2025,7,port_klang_link,Port Klang Link,0.95,0.62,standard,19,1.04,17.3,-1.7,0
2025,7,port_klang_link,Port Klang Link,0.95,0.71,heavy,19,1.04,19.8,0.8,0
2025,7,port_klang_link,Port Klang Link,0.95,0.66,light,19,1.04,18.3,-0.7,0
2025,7,port_klang_link,Port Klang Link,0.95,0.59,light,19,1.04,17.0,-2.0,0
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.84,light,15,1.15,22.8,7.8,1
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.79,light,15,1.15,21.3,6.3,1
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.85,light,15,1.15,18.4,3.4,0
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.69,light,15,1.15,20.5,5.5,1
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.77,heavy,15,1.15,19.7,4.7,0
2025,7,jebel_ali_gulf,Jebel Ali Gulf Route,1.55,0.62,heavy,15,1.15,23.9,8.9,1
2025,8,colombo_express,Colombo Express,1.45,0.67,standard,17,1.0,21.3,4.3,0
2025,8,colombo_express,Colombo Express,1.45,0.71,standard,17,1.0,21.1,4.1,0
2025,8,colombo_express,Colombo Express,1.45,0.81,light,17,1.0,21.5,4.5,0
2025,8,colombo_express,Colombo Express,1.45,0.82,heavy,17,1.0,20.6,3.6,0
2025,8,colombo_express,Colombo Express,1.45,0.69,standard,17,1.0,23.4,6.4,1
2025,8,colombo_express,Colombo Express,1.45,0.92,heavy,17,1.0,23.0,6.0,1
2025,8,singapore_transship,Singapore Transship,1.0,0.82,standard,21,1.08,20.6,-0.4,0
2025,8,singapore_transship,Singapore Transship,1.0,0.72,heavy,21,1.08,22.8,1.8,0
2025,8,singapore_transship,Singapore Transship,1.0,0.74,heavy,21,1.08,22.3,1.3,0
2025,8,singapore_transship,Singapore Transship,1.0,0.74,standard,21,1.08,19.7,-1.3,0
2025,8,singapore_transship,Singapore Transship,1.0,0.65,standard,21,1.08,22.3,1.3,0
2025,8,singapore_transship,Singapore Transship,1.0,0.9,standard,21,1.08,20.9,-0.1,0
2025,8,port_klang_link,Port Klang Link,0.95,0.8,heavy,19,1.04,18.4,-0.6,0
2025,8,port_klang_link,Port Klang Link,0.95,0.65,heavy,19,1.04,20.1,1.1,0
2025,8,port_klang_link,Port Klang Link,0.95,0.75,light,19,1.04,19.8,0.8,0
2025,8,port_klang_link,Port Klang Link,0.95,0.88,heavy,19,1.04,20.4,1.4,0
2025,8,port_klang_link,Port Klang Link,0.95,0.64,heavy,19,1.04,22.3,3.3,0
2025,8,port_klang_link,Port Klang Link,0.95,0.8,heavy,19,1.04,20.1,1.1,0
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.83,light,15,1.15,21.2,6.2,1
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.82,standard,15,1.15,18.3,3.3,0
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.9,heavy,15,1.15,20.7,5.7,1
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.81,light,15,1.15,19.9,4.9,0
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.6,standard,15,1.15,18.1,3.1,0
2025,8,jebel_ali_gulf,Jebel Ali Gulf Route,1.5,0.73,heavy,15,1.15,22.1,7.1,1
2025,9,colombo_express,Colombo Express,1.3,0.57,light,17,1.0,22.3,5.3,1
2025,9,colombo_express,Colombo Express,1.3,0.86,heavy,17,1.0,23.5,6.5,1
2025,9,colombo_express,Colombo Express,1.3,0.63,heavy,17,1.0,21.3,4.3,0
2025,9,colombo_express,Colombo Express,1.3,0.66,light,17,1.0,18.9,1.9,0
2025,9,colombo_express,Colombo Express,1.3,0.6,standard,17,1.0,20.7,3.7,0
2025,9,colombo_express,Colombo Express,1.3,0.65,standard,17,1.0,22.8,5.8,1
2025,9,singapore_transship,Singapore Transship,1.0,0.68,standard,21,1.08,24.5,3.5,0
2025,9,singapore_transship,Singapore Transship,1.0,0.64,standard,21,1.08,20.6,-0.4,0
2025,9,singapore_transship,Singapore Transship,1.0,0.89,heavy,21,1.08,19.7,-1.3,0
2025,9,singapore_transship,Singapore Transship,1.0,0.91,standard,21,1.08,19.0,-2.0,0
2025,9,singapore_transship,Singapore Transship,1.0,0.63,standard,21,1.08,20.9,-0.1,0
2025,9,singapore_transship,Singapore Transship,1.0,0.61,light,21,1.08,19.0,-2.0,0
2025,9,port_klang_link,Port Klang Link,0.95,0.58,standard,19,1.04,20.6,1.6,0
2025,9,port_klang_link,Port Klang Link,0.95,0.65,heavy,19,1.04,19.8,0.8,0
2025,9,port_klang_link,Port Klang Link,0.95,0.56,light,19,1.04,19.1,0.1,0
2025,9,port_klang_link,Port Klang Link,0.95,0.9,heavy,19,1.04,20.6,1.6,0
2025,9,port_klang_link,Port Klang Link,0.95,0.69,heavy,19,1.04,21.2,2.2,0
2025,9,port_klang_link,Port Klang Link,0.95,0.67,standard,19,1.04,18.7,-0.3,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.58,light,15,1.15,14.5,-0.5,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.68,light,15,1.15,18.2,3.2,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.63,standard,15,1.15,18.5,3.5,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.84,heavy,15,1.15,16.1,1.1,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.78,light,15,1.15,17.8,2.8,0
2025,9,jebel_ali_gulf,Jebel Ali Gulf Route,1.2,0.91,heavy,15,1.15,19.0,4.0,0
2025,10,colombo_express,Colombo Express,1.05,0.81,standard,17,1.0,17.2,0.2,0
2025,10,colombo_express,Colombo Express,1.05,0.9,heavy,17,1.0,18.1,1.1,0
2025,10,colombo_express,Colombo Express,1.05,0.6,light,17,1.0,15.0,-2.0,0
2025,10,colombo_express,Colombo Express,1.05,0.79,standard,17,1.0,17.2,0.2,0
2025,10,colombo_express,Colombo Express,1.05,0.66,heavy,17,1.0,22.1,5.1,1
2025,10,colombo_express,Colombo Express,1.05,0.69,standard,17,1.0,16.5,-0.5,0
2025,10,singapore_transship,Singapore Transship,1.05,0.87,light,21,1.08,23.1,2.1,0
2025,10,singapore_transship,Singapore Transship,1.05,0.78,light,21,1.08,19.0,-2.0,0
2025,10,singapore_transship,Singapore Transship,1.05,0.62,light,21,1.08,20.4,-0.6,0
2025,10,singapore_transship,Singapore Transship,1.05,0.69,standard,21,1.08,22.8,1.8,0
2025,10,singapore_transship,Singapore Transship,1.05,0.65,light,21,1.08,21.8,0.8,0
2025,10,singapore_transship,Singapore Transship,1.05,0.69,light,21,1.08,21.1,0.1,0
2025,10,port_klang_link,Port Klang Link,1.0,0.84,heavy,19,1.04,19.2,0.2,0
2025,10,port_klang_link,Port Klang Link,1.0,0.81,heavy,19,1.04,20.0,1.0,0
2025,10,port_klang_link,Port Klang Link,1.0,0.59,light,19,1.04,20.6,1.6,0
2025,10,port_klang_link,Port Klang Link,1.0,0.65,standard,19,1.04,22.0,3.0,0
2025,10,port_klang_link,Port Klang Link,1.0,0.84,light,19,1.04,17.0,-2.0,0
2025,10,port_klang_link,Port Klang Link,1.0,0.6,light,19,1.04,20.3,1.3,0
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.8,standard,15,1.15,13.7,-1.3,0
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.62,heavy,15,1.15,20.6,5.6,1
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.68,light,15,1.15,15.0,0.0,0
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.7,standard,15,1.15,20.6,5.6,1
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.74,light,15,1.15,16.1,1.1,0
2025,10,jebel_ali_gulf,Jebel Ali Gulf Route,0.95,0.68,standard,15,1.15,16.3,1.3,0
2025,11,colombo_express,Colombo Express,1.35,0.71,heavy,17,1.0,21.1,4.1,0
2025,11,colombo_express,Colombo Express,1.35,0.87,standard,17,1.0,19.8,2.8,0
2025,11,colombo_express,Colombo Express,1.35,0.58,standard,17,1.0,17.5,0.5,0
2025,11,colombo_express,Colombo Express,1.35,0.66,standard,17,1.0,21.7,4.7,0
2025,11,colombo_express,Colombo Express,1.35,0.86,light,17,1.0,21.3,4.3,0
2025,11,colombo_express,Colombo Express,1.35,0.9,standard,17,1.0,21.8,4.8,0
2025,11,singapore_transship,Singapore Transship,1.1,0.79,heavy,21,1.08,23.9,2.9,0
2025,11,singapore_transship,Singapore Transship,1.1,0.6,standard,21,1.08,23.2,2.2,0
2025,11,singapore_transship,Singapore Transship,1.1,0.72,light,21,1.08,22.8,1.8,0
2025,11,singapore_transship,Singapore Transship,1.1,0.57,light,21,1.08,22.2,1.2,0
2025,11,singapore_transship,Singapore Transship,1.1,0.55,standard,21,1.08,24.4,3.4,0
2025,11,singapore_transship,Singapore Transship,1.1,0.86,light,21,1.08,23.9,2.9,0
2025,11,port_klang_link,Port Klang Link,1.05,0.67,light,19,1.04,21.0,2.0,0
2025,11,port_klang_link,Port Klang Link,1.05,0.73,standard,19,1.04,19.8,0.8,0
2025,11,port_klang_link,Port Klang Link,1.05,0.81,standard,19,1.04,21.2,2.2,0
2025,11,port_klang_link,Port Klang Link,1.05,0.87,standard,19,1.04,19.4,0.4,0
2025,11,port_klang_link,Port Klang Link,1.05,0.89,light,19,1.04,17.0,-2.0,0
2025,11,port_klang_link,Port Klang Link,1.05,0.65,light,19,1.04,21.0,2.0,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.71,standard,15,1.15,13.0,-2.0,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.78,heavy,15,1.15,16.1,1.1,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.81,heavy,15,1.15,15.4,0.4,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.88,heavy,15,1.15,14.2,-0.8,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.64,heavy,15,1.15,18.5,3.5,0
2025,11,jebel_ali_gulf,Jebel Ali Gulf Route,0.85,0.91,heavy,15,1.15,14.4,-0.6,0
2025,12,colombo_express,Colombo Express,1.4,0.76,standard,17,1.0,23.7,6.7,1
2025,12,colombo_express,Colombo Express,1.4,0.7,standard,17,1.0,21.7,4.7,0
2025,12,colombo_express,Colombo Express,1.4,0.83,heavy,17,1.0,22.0,5.0,0
2025,12,colombo_express,Colombo Express,1.4,0.68,standard,17,1.0,22.0,5.0,0
2025,12,colombo_express,Colombo Express,1.4,0.59,standard,17,1.0,19.7,2.7,0
2025,12,colombo_express,Colombo Express,1.4,0.64,heavy,17,1.0,21.9,4.9,0
2025,12,singapore_transship,Singapore Transship,1.15,0.61,heavy,21,1.08,22.6,1.6,0
